� teste-gde
Data;Hora;Chave;Valor;
2021-03-01;13:52:14;;0;                                         
2021-03-01;13:52:14;;0;                                         
2021-03-01;13:52:14;;0;                                         
2021-03-01;13:52:14;Ano;2012;                                   
2021-03-01;13:52:14;Mes;3;                                      
2021-03-01;13:52:14;Dia;5;                                      
2021-03-01;13:52:14;Silo 01;0;                                  
2021-03-01;13:52:14;Silo 02;0;                                  
2021-03-01;13:52:14;Silo 03;0;                                  
2021-03-01;13:52:14;Silo 04;0;                                  
2021-03-01;13:52:14;Betume;0;                                   
2021-03-01;13:52:15;Total Inova;0;                              
2021-03-01;13:52:15;Total Horas Inova;0;                        
2021-03-01;13:52:15;;0;                                         
2021-03-01;13:52:15;;0;                                         
2021-03-01;13:52:15;;0;                                         
2021-03-01;13:52:15;;0;                                         
2021-03-01;13:52:15;;0;                                         
2021-03-01;13:52:15;;0;                                         
2021-03-01;13:52:15;Ano;2012;                                   
2021-03-01;13:52:15;Mes;3;                                      
2021-03-01;13:52:15;Dia;5;                                      
2021-03-01;13:52:15;Silo 01;0;                                  
2021-03-01;13:52:15;Silo 02;0;                                  
2021-03-01;13:52:15;Silo 03;0;                                  
2021-03-01;13:52:15;Silo 04;0;                                  
2021-03-01;13:52:15;Betume;0;                                   
2021-03-01;13:52:16;Total Inova;0;                              
2021-03-01;13:52:16;Total Horas Inova;0;                        
2021-03-01;13:52:16;;0;                                         
2021-03-01;13:52:16;;0;                                         
2021-03-01;13:52:16;;0;                                         
2021-03-01;13:52:16;;0;                                         
2021-03-01;13:52:16;;0;                                         
2021-03-01;13:52:16;;0;                                         
2021-03-01;13:52:16;Ano;2012;                                   
2021-03-01;13:52:16;Mes;3;                                      
2021-03-01;13:52:16;Dia;5;                                      
2021-03-01;13:52:16;Silo 01;0;                                  
2021-03-01;13:52:16;Silo 02;0;                                  
2021-03-01;13:52:16;Silo 03;0;                                  
2021-03-01;13:52:16;Silo 04;0;                                  
2021-03-01;13:52:16;Betume;0;                                   
2021-03-01;13:52:17;Total Inova;0;                              
2021-03-01;13:52:17;Total Horas Inova;0;                        
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;;0;                                         
2021-03-01;13:52:17;Ano;2012;                                   
2021-03-01;13:52:17;Mes;3;                                      
2021-03-01;13:52:17;Dia;5;                                      
2021-03-01;13:52:17;Silo 01;0;                                  
2021-03-01;13:52:17;Silo 02;0;                                  
2021-03-01;13:52:17;Silo 03;0;                                  
2021-03-01;13:52:17;Silo 04;0;                                  
2021-03-01;13:52:17;Betume;0;                                   
2021-03-01;13:52:17;Total Inova;0;                              
